Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],112,0,410.0,407.9587477768558,114.57412500021746,1288.7905839997984,6244.982142857143,1.8920169464789622,0.0,410,480,530,560,830,970,1000,1300,1300,1300,1300
,Aggregated,112,0,410.0,407.9587477768558,114.57412500021746,1288.7905839997984,6244.982142857143,1.8920169464789622,0.0,410,480,530,560,830,970,1000,1300,1300,1300,1300
