Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],1174,1,550,880.1834467632024,47.89059999984602,19302.67449999974,34663.02810902896,19.785830988902735,0.016853348372148837,550,650,720,770,1400,3200,5100,6600,17000,19000,19000
,Aggregated,1174,1,550,880.1834467632024,47.89059999984602,19302.67449999974,34663.02810902896,19.785830988902735,0.016853348372148837,550,650,720,770,1400,3200,5100,6600,17000,19000,19000
