Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],566,0,340.0,385.80485224030303,108.21012499945937,1469.5564579997153,5876.485865724381,9.57360385465084,0.0,340,430,460,570,780,900,1200,1300,1500,1500,1500
,Aggregated,566,0,340.0,385.80485224030303,108.21012499945937,1469.5564579997153,5876.485865724381,9.57360385465084,0.0,340,430,460,570,780,900,1200,1300,1500,1500,1500
