Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],4502,0,4,4.119213867615755,2.0086659997105016,21.696458000405983,6343.310528653931,76.08554825531932,0.0,4,4,5,5,6,8,10,11,17,22,22
,Aggregated,4502,0,4,4.119213867615755,2.0086659997105016,21.696458000405983,6343.310528653931,76.08554825531932,0.0,4,4,5,5,6,8,10,11,17,22,22
