Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],11830,0,46,77.09346821639848,2.41280000000188,872.2507000002224,34334.79509721048,199.50493540403303,0.0,46,82,110,120,180,240,330,400,590,800,870
,Aggregated,11830,0,46,77.09346821639848,2.41280000000188,872.2507000002224,34334.79509721048,199.50493540403303,0.0,46,82,110,120,180,240,330,400,590,800,870
