Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],238,0,6800,9669.870089915974,853.2218000000285,31703.85609999994,34530.247899159665,4.017814298506564,0.0,7400,12000,15000,17000,19000,22000,26000,31000,32000,32000,32000
,Aggregated,238,0,6800,9669.870089915974,853.2218000000285,31703.85609999994,34530.247899159665,4.017814298506564,0.0,7400,12000,15000,17000,19000,22000,26000,31000,32000,32000,32000
