Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],440,0,4,16.84574330909279,2.379375000600703,1193.4943330006718,6357.0,7.503928922870203,0.0,4,5,6,6,8,12,200,560,1200,1200,1200
,Aggregated,440,0,4,16.84574330909279,2.379375000600703,1193.4943330006718,6357.0,7.503928922870203,0.0,4,5,6,6,8,12,200,560,1200,1200,1200
