Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],1327,49,560,1544.1001183873373,51.47020000003977,45994.0959999999,38663.49208741522,22.364594046741885,0.8258214832632649,560,680,770,830,1500,8600,13000,19000,44000,46000,46000
,Aggregated,1327,49,560,1544.1001183873373,51.47020000003977,45994.0959999999,38663.49208741522,22.364594046741885,0.8258214832632649,560,680,770,830,1500,8600,13000,19000,44000,46000,46000
