Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],563,0,390.0,399.56104447778216,107.80004099979124,1630.460000000312,6233.181172291296,9.52067412277301,0.0,390,480,540,580,790,870,1100,1200,1600,1600,1600
,Aggregated,563,0,390.0,399.56104447778216,107.80004099979124,1630.460000000312,6233.181172291296,9.52067412277301,0.0,390,480,540,580,790,870,1100,1200,1600,1600,1600
