Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],1548,117,660,1727.835451873378,50.369299999601935,18206.784099999823,42622.38242894057,26.066565486090198,1.970147391390538,660,830,960,1100,1700,12000,17000,17000,18000,18000,18000
,Aggregated,1548,117,660,1727.835451873378,50.369299999601935,18206.784099999823,42622.38242894057,26.066565486090198,1.970147391390538,660,830,960,1100,1700,12000,17000,17000,18000,18000,18000
