Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],106,0,370.0,429.0268321414912,114.01424999985466,1283.0056669999976,5817.962264150943,1.7934289672863435,0.0,370,450,560,600,980,1100,1200,1300,1300,1300,1300
,Aggregated,106,0,370.0,429.0268321414912,114.01424999985466,1283.0056669999976,5817.962264150943,1.7934289672863435,0.0,370,450,560,600,980,1100,1200,1300,1300,1300,1300
