Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],6149,7,8,96.37013576191107,3.737300000011601,13005.72179999972,34524.12441047325,103.64086026143531,0.11798439125549637,8,9,11,11,14,22,51,4100,12000,13000,13000
,Aggregated,6149,7,8,96.37013576191107,3.737300000011601,13005.72179999972,34524.12441047325,103.64086026143531,0.11798439125549637,8,9,11,11,14,22,51,4100,12000,13000,13000
