Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],271,0,4600,4629.404704059038,506.208499999957,10898.612700000285,34179.80442804428,4.599797911918361,0.0,4600,5600,5900,6200,9200,9800,10000,11000,11000,11000,11000
,Aggregated,271,0,4600,4629.404704059038,506.208499999957,10898.612700000285,34179.80442804428,4.599797911918361,0.0,4600,5600,5900,6200,9200,9800,10000,11000,11000,11000,11000
