Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],6674,11,26,76.20163735390824,3.0636999999842374,7510.806999999659,34567.677105184295,112.46191302594924,0.18535826240417166,26,35,41,46,63,89,200,1600,6100,7500,7500
,Aggregated,6674,11,26,76.20163735390824,3.0636999999842374,7510.806999999659,34567.677105184295,112.46191302594924,0.18535826240417166,26,35,41,46,63,89,200,1600,6100,7500,7500
