Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],15820,4366,65,95.0729564285697,3.8232000001698907,1043.3089000002838,25071.680973451326,265.6046495693772,73.30151074714924,65,83,100,120,180,300,540,680,940,1000,1000
,Aggregated,15820,4366,65,95.0729564285697,3.8232000001698907,1043.3089000002838,25071.680973451326,265.6046495693772,73.30151074714924,65,83,100,120,180,300,540,680,940,1000,1000
