Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],4560,0,4,4.57517750986494,1.8582080001579016,70.6703749992812,6093.8,77.04313323543882,0.0,4,4,5,6,7,10,14,18,55,71,71
,Aggregated,4560,0,4,4.57517750986494,1.8582080001579016,70.6703749992812,6093.8,77.04313323543882,0.0,4,4,5,6,7,10,14,18,55,71,71
